provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id,,,
Rhexia. Description,,ignore,,,,
Rhodora 45,,ignore,,,,
Rhodora 62,,ignore,,,,
Rhus integrifolia Association. Dominant species,,ignore,,,,
Rhus integrifolia. Lens,,ignore,,,,
Ribes cf. missouriensis,,ignore,,,,
Ribes sp. Species recorded at plot GG127 by AES,,ignore,,,,
Riccia fluitans.  Subdominant sp.,,ignore,,,,
Riccia fluitans.  Subdominant sp.,,ignore,,,,
Rich fen,,ignore,,,,
Rich fen,,ignore,,,,
Rich tamarack fen (other dominants,,ignore,,,,
Rich tamarack fen (other dominants,,ignore,,,,
Rich Woods. Slope scattered with clusters of this exotic along with Ophiopogon. Most likely spread from development above ravine. Vernacular name,,ignore,,,,
Right side of veliger just before hatching. File,,ignore,,,,
Rio Clara (=H. Wiehler 8753). Leaf material collected for molecular systematic studies. US greenhouse USBRG accession number,,ignore,,,,
Riparain Scrub,,ignore,,,,
riparian,,ignore,,,,
Riparian,,ignore,,,,
riparian,,ignore,,,,
Riparian,,ignore,,,,
Riparian - chaparral - sage scrub transition,,ignore,,,,
Riparian and adjacent barrens. Associates,,ignore,,,,
Riparian area,,ignore,,,,
Riparian area. Associated species,,ignore,,,,
Riparian canopy,,ignore,,,,
Riparian community,,ignore,,,,
Riparian community. Associated species,,ignore,,,,
Riparian components are,,ignore,,,,
Riparian corridor and adjacent hills with disturbed coastal sage scrub/chaparral in rural residential area. Associated species,,ignore,,,,
Riparian cottonwood-willow gallery forest. Assoc spp,,ignore,,,,
Riparian ecosystem type,,ignore,,,,
Riparian edge,,ignore,,,,
Riparian forest,,ignore,,,,
Riparian forest adjacent to trail. Associated species,,ignore,,,,
Riparian Forest and Scrub,,ignore,,,,
Riparian forest. Associated species,,ignore,,,,
Riparian grasland communities. Dominant species,,ignore,,,,
riparian habitat. Associates,,ignore,,,,
riparian habitat. Occasional. Associates,,ignore,,,,
Riparian oak woodland,,ignore,,,,
Riparian plants,,ignore,,,,
Riparian Scrub,,ignore,,,,
Riparian Scrub. Associated species,,ignore,,,,
Riparian scrub/forest (burned 12 months prior) Assoc. sp.,,ignore,,,,
Riparian surrounded by Desert Transition Scrub,,ignore,,,,
Riparian vegetation,,ignore,,,,
Riparian vegetation along ephemeral creek. Associated species,,ignore,,,,
Riparian vegetation. Associated species,,ignore,,,,
Riparian wood,,ignore,,,,
riparian woodland,,ignore,,,,
Riparian woodland,,ignore,,,,
Riparian woodland with open canopy. Associated plantes,,ignore,,,,
Riparian woodland with open canopy. Associated plants,,ignore,,,,
Riparian woodland. Associated species,,ignore,,,,
Riparian woodland. Associates,,ignore,,,,
Riparian woodland. Spp,,ignore,,,,
Riparian zone. Assoc,,ignore,,,,
Riparian. Associate,,ignore,,,,
riparian. Associated species,,ignore,,,,
Riparian. Associates,,ignore,,,,
Riparian/oak woodland. Assoc. species,,ignore,,,,
riparian/seep,,ignore,,,,
Riparian/upland interface. Assoc. species,,ignore,,,,
Ripe fruit Image,,ignore,,,,
Rizófago,,interactsWith,http://purl.obolibrary.org/obo/RO_0002437,,,
Roadside,,ignore,,,,
Roadside,,ignore,,,,
Roadside in a meadow bordering on juniper woodland. Assoc.,,ignore,,,,
roadside species,,ignore,,,,
Roadside. Adjacent to mixed chaparral,,ignore,,,,
Rock lichens reported but not collected,,ignore,,,,
rock outcrops,,ignore,,,,
Rock outcrops and moderate to steep slopes. Associates,,ignore,,,,
Rock type,,ignore,,,,
rocky cut on roadside,,ignore,,,,
Rocky hillside in Sonoran desertscrub. Assoc. ssp,,ignore,,,,
rocky limestone slopes. Associates,,ignore,,,,
Rocky mediterranean and irano-turanian dwarf-shrub associations.rrfrom,,ignore,,,,
Rocky wash with creosote bush scrub,,ignore,,,,
Rodríguez G. & Márquez G. (2000) Estrategias para la domesticación de especies en acuacultura,,ignore,,,,
Roedor silvestre (habitat,,ignore,,,,
Roedor silvestre (habitat,,ignore,,,,
Rolling hills. Assoc.,,ignore,,,,
Rolston DE. (2005) Soil Biological and chemical properties in restored perennial grassland in California. Restoration Ecology 13(1),,ignore,,,,
Rooted,,ignore,,,,
Rooted at north end of lake. Submerged vegetation,,ignore,,,,
Rosa woodsii,,ignore,,,,
Rosa woodsii. Associated forbs,,ignore,,,,
Rosaceae,,ignore,,,,
Rotheca serrata (synonym,,ignore,,,,
rough periwinkles are rarely eaten by herring gulls. This is due to two reasons,,ignore,,,,
roving among,,ignore,,,,
Rozeira & Fontes 1950 (=Holco mollis-Betuletum celtibericae (Romero 1993,,ignore,,,,
Rozeira & Fontes 1950 (=Holco mollis-Betuletum celtibericae (Romero 1993,,ignore,,,,
Rubiaceae,,ignore,,,,
Rubupar.  Calacan cover 40-60% in sunnier patches.  Common forb species,,ignore,,,,
Rubupar.  Calacan cover 40-60% in sunnier patches.  Common forb species,,ignore,,,,
Rubus sp. Species recorded at plot R79 by AES,,ignore,,,,
Ruderal,,ignore,,,,
Ruderal vegetation under Eucalyptus trees,,ignore,,,,
ruffed grouse and others have been known to feed on spicebush. The berries are a favorite food of wood thrushes.<br/><br/>Lepidopteran host plant Male spicebush swallowtail nectaring on a thistle<br/><br/>Spicebush is a favorite food plant of two lepidopterous insects,,ignore,,,,
Rumex arcticus and Salix arctica. Other lichens,,ignore,,,,
Rumex arcticus and Salix arctica. Other lichens in sample,,ignore,,,,
Rumex crispus. Species recorded at plot R79 by AES,,ignore,,,,
Rusavskia elegans. Bark/wood/twigs,,ignore,,,,
Ruso-orvakka(EMJ,,ignore,,,,
Ruso-orvakka(EMJ,,ignore,,,,
Rutaceae,,ignore,,,,
s = shell. <br/><br/>Metamorphosis (25-30% of development),,ignore,,,,
S grassy slope. Asociated species,,ignore,,,,
S Pacific populations Threatened,,ignore,,,,
S Pacific populations Threatened,,ignore,,,,
S-facing hillside slope. Associated species,,ignore,,,,
S. (2007). Serpentine Geoecology of Western North America,,ignore,,,,
S. and D. Daunys. 2005. Invaders in suspension-feeding systems,,ignore,,,,
S. and J. Jokela. 2000. Food choice behaviour may promote habitat specificity in mixed populations of clonal and sexual Potamopyrgus antipodarum. Experimental Ecology 60(4),,ignore,,,,
S. C. 1945b. Nesting behavior of wood warblers. Wilson Bull. 57,,ignore,,,,
S. C. 1945b. Nesting behavior of wood warblers. Wilson Bull. 57,,ignore,,,,
S. D. (1994). Feeding Ecology of Fish. London,,ignore,,,,
S. E. 1975. The role of mollusks as benthos components in purification of water bodies from Ascaris suum eggs. Paraziologiya 9(5),,ignore,,,,
S. Lu and H. Lu. 1990. Structural changes in different aged worms of Orientobilharzia turkestanica of sheep in Horqin pasture of inner Mongolia and the hatching periodicity of the Miracidia. Acta Zoologica Sinica 36(4),,ignore,,,,
S. niphoclada. Associates,,ignore,,,,
S. niphoclada. Associates,,ignore,,,,
S. P. 2004. Land snails of Western Ghats. ENVIS Bulletin,,ignore,,,,
Sabia conica (Hipponicidae),,ignore,,,,
Sacoglossans are hermaphrodites and reproduce sexually. They produce dimorphic eggs with two distinct larval morphs,,ignore,,,,
Sage scrub,,ignore,,,,
Sage scrub fragmented by new development. Dominant spp.,,ignore,,,,
Sage scrub with clay loam soil. South to south-west slope at approximately 15 degrees in full sun. Associated plants,,ignore,,,,
Sage scrub. Dominant plants,,ignore,,,,
Sagebrush scrub on slopes,,ignore,,,,
Saimiri boliviensis,,ignore,,,,
Saimiri sciureus,,ignore,,,,
Salicaceae,,ignore,,,,
Salicornia,,ignore,,,,
saline flats. Associated species,,ignore,,,,
Saline wetland. Associated species,,ignore,,,,
salinity range,,ignore,,,,
salinity range,,ignore,,,,
Salix amygdaloides. Subdominants,,ignore,,,,
Salix amygdaloides. Subdominants,,ignore,,,,
Salix arctica and Vaccinium vitis idaea. Other lichens in sample,,ignore,,,,
Salix bebbiana - Betula occidentalis - lush herb community around springs. Association Species,,ignore,,,,
Salix bebbiana - Betula occidentalis - lush herb community around springs. Association Species,,ignore,,,,
Salix glauca var. acutifolia and Sheperdia canadensis. Ground cover,,ignore,,,,
Salix glauca var. acutifolia and Sheperdia canadensis. Ground cover,,ignore,,,,
Salix glauca var. acutifolia. Occasional Shepherdia canadensis. Rare Betula glandulosa. Ground cover,,ignore,,,,
Salix glauca var. acutifolia. Occasional Shepherdia canadensis. Rare Betula glandulosa. Ground cover,,ignore,,,,
Salix glauce var. acutifolia and Betula glandulosa. Ground cover,,ignore,,,,
Salix glauce var. acutifolia and Betula glandulosa. Ground cover,,ignore,,,,
Salix irrorata Community,,ignore,,,,
Salix irrorata Community,,ignore,,,,
Salix irrorata Community type,,ignore,,,,
Salix irrorata Community type,,ignore,,,,
Salix lasiolepis,,ignore,,,,
Salix lutea Community,,ignore,,,,
Salix lutea Community,,ignore,,,,
Salix sp.  Subdominants,,ignore,,,,
Salix sp.  Subdominants,,ignore,,,,
Salix sp. Shrubs,,ignore,,,,
Salix sp. Shrubs,,ignore,,,,
Salix sp. Surrounding area,,ignore,,,,
Salix spp. nearby. Also low annuals,,ignore,,,,
Salt marsh. Associates,,ignore,,,,
Salt marsh. Host,,ignore,,,,
Saltbush scrub,,ignore,,,,
Saltmarsh and sandy raised area (upland,,ignore,,,,
Salvia columbariae in Cheesebush Scrub,,ignore,,,,
Salvia mellifera-Eriogonum fasciculatum Association. Dominant species,,ignore,,,,
same,,ignore,,,,
same,,ignore,,,,
same individual,,ignore,,,,
Same litter,,ignore,,,,
same population,,ignore,,,,
same sheet,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
same sheet,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
same specimen,,ignore,,,,
same specimen,,ignore,,,,
same specimen?,,ignore,,,,
same specimen?,,ignore,,,,
sameAs,,ignore,,,,
sample ID,,ignore,,,,
sampled from,,ignore,,,,
sampling at Frog Lake (4 in Fig. 1). (Photos,,ignore,,,,
sampling at Frog Lake (4 in Fig. 1). (Photos,,ignore,,,,
sandstone -conglomerate). Common Lichens,,ignore,,,,
Sandy areas,,ignore,,,,
sandy creosotebush scrub. Associates,,ignore,,,,
Sandy creosotebush scrub. Common. Associates,,ignore,,,,
Sandy dune habitat. Abronia maritima dominant. Assoc.,,ignore,,,,
Sandy loam and limestone.rrfrom,,ignore,,,,
sandy moist bank,,ignore,,,,
Sandy riparian habitat adjacent to Maritime Succulent Scrub (transitional to desert scrub) Asssoc. Species,,ignore,,,,
sandy rocky soil. Associated species,,ignore,,,,
Sandy soil. Assoc,,ignore,,,,
Sanicula canadensis. Species recorded at plot F107 by AES,,ignore,,,,
Sapindaceae,,ignore,,,,
Sapindus Island,,ignore,,,,
Sara. Hilton Head Island sees record sea turtle nesting season. Bluffton Today (2010),,ignore,,,,
Sara. Hilton Head Island sees record sea turtle nesting season. Bluffton Today (2010),,ignore,,,,
Sarcocaulescent desert scrub. Assoc. raxa,,ignore,,,,
Sarcocaulescent desert scrub. Assoc. taxa,,ignore,,,,
sarothrae) Provisional Alliance. Associated species included,,ignore,,,,
Sassafras albidum.  Subdominants,,ignore,,,,
Sassafras albidum.  Subdominants,,ignore,,,,
Sassafras albidum. Subdominants,,ignore,,,,
Sassafras albidum. Subdominants,,ignore,,,,
Saturnia japonica (synonym,,ignore,,,,
Saxifraga oppositifolia). (Horisontaalse kivi (pind,,ignore,,,,
SB (AUA)) Amer. Midl. Nat. 6(8),,ignore,,,,
Scannell  MJP.  (1983).  The  Flora  of  Connemara  and  the  Buirren.  Cambridge,,ignore,,,,
Scapania paludicola,,ignore,,,,
scattered annuals,,ignore,,,,
Scattered in abandoned agricultural field. Associated species,,ignore,,,,
Scattered Joshua Tree woodland. Assoc.,,ignore,,,,
scattered on south slope. Associates,,ignore,,,,
Scattered open grassy ridgetop. Associated species,,ignore,,,,
scattered trees,,ignore,,,,
scattered. Associated species,,ignore,,,,
scattering of Black Ash & White Cedar. Assoc. sp,,ignore,,,,
scattering of black ash and white cedar. Understory dominants,,ignore,,,,
scattering of Larix laricina. Assoc. sp,,ignore,,,,
scattering of Larix laricina. Assoc. species,,ignore,,,,
Schizachyrium cirratum.   Riparian,,ignore,,,,
Schizachyrium cirratum.   Riparian,,ignore,,,,
Schizachyrium cirratum.  Riparian,,ignore,,,,
Schizachyrium cirratum.  Riparian,,ignore,,,,
Schizachyrium scoparium/Aristida purpurea/Boutelouahirsuta,,ignore,,,,
Schizachyrium scoparium/Aristida purpurea/Boutelouahirsuta,,ignore,,,,
Schoenoplectus acutus. Tree cover,,ignore,,,,
Schulze  kleur,,ignore,,,,
Scolytus multistriatus.<br/><br/>Plant disease interactions One of their most harmful roles is as the agent of many plant diseases. For instance,,ignore,,,,
Scrappy mixture includes,,ignore,,,,
scraps,,ignore,,,,
Scraps,,ignore,,,,
Scrub community. Associated species,,ignore,,,,
Scrub Oak Woodland. Associated species,,ignore,,,,
Scrubby stand of Picea mariana with understory of Ledum groenlandicum & a very few A. Balsamea mixed in.  Understory also,,ignore,,,,
Scrubby stand of Picea mariana with understory of Ledum groenlandicum & a very few A. Balsamea mixed in.  Understory also,,ignore,,,,
Scuttelaria. Description,,ignore,,,,
Se aisló,,ignore,,,,
SE grassy slope. Associated species,,ignore,,,,
Sea grass growing .5 to 1.5 deep shallow bay on sandy soil. Growing w/ seeweeds,,ignore,,,,
sea level to 1300 m. of elevation. Flowering in July and August. Germination epigeal. It is worth noting that both diploid and triploid plants have been found in Korea and that plants have been observed to produce subterranean stolons that extended to as much as 2 m in length (Kim et al. 2016,,ignore,,,,
seaweed,,ignore,,,,
Sedges collected here on this date include,,ignore,,,,
Seed collected,,ignore,,,,
Seed collected,,ignore,,,,
Seeded species,,ignore,,,,
seeds attached to one of the valves (NOT attached at the center) Label remarks,,ignore,,,,
seeds contained within a dark-purple inner-capsular layer. Label remarks,,ignore,,,,
seeds embedded in fleshy brownish-purple funiculi. Label remarks,,ignore,,,,
seeds embedded in fleshy white funiculi. Label remarks,,ignore,,,,
seeds embedded in succulent blue funiculi. Calyx dark green and persistent in fruit. Label remarks,,ignore,,,,
seeds embeddeded in fleshy orange funiculi. Label remarks,,ignore,,,,
Seen nearby,,ignore,,,,
Seep with flowing stream. Associated species,,ignore,,,,
seep. Associated species,,ignore,,,,
Seladonia cephalica voucher RBINS,,ignore,,,,
Seladonia gemmella voucher RBINS,,ignore,,,,
Seladonia seladonia voucher RBINS,,ignore,,,,
Seladonia smaragdula voucher RBINS,,ignore,,,,
Seladonia subaurata voucher RBINS,,ignore,,,,
Selaginella bigelovii (surrounding chaparral,,ignore,,,,
Selva Baja,,ignore,,,,
Selva baja caducifolia,,ignore,,,,
Selva baja caducifolia con,,ignore,,,,
Selva Baja Caducifolia. En la vegetacion aledana se encuentra,,ignore,,,,
Selva Baja Caducifolia. Inclue,,ignore,,,,
Selva Baja Caducifolia. La vegetacion incluye,,ignore,,,,
Selva Baja Caudicifolia,,ignore,,,,
Semi-desert grassland,,ignore,,,,
Semi-natural roadside area. Associated species,,ignore,,,,
Semillada dispersada por,,ignore,,,,
Semiparásito,,parasite of,http://purl.obolibrary.org/obo/RO_0002444,,,
Semiparásito,,parasite of,http://purl.obolibrary.org/obo/RO_0002444,,,
Senna armata. Annuals,,ignore,,,,
Senna covesii and Stipa speciosa. Other annuals,,ignore,,,,
SEPRL-ID,,ignore,,,,
Seri Indian name,,ignore,,,,
Seri Indian name,,ignore,,,,
serotype O104,,ignore,,,,
Setaria glauca. Species recorded at plot U95 by AES,,ignore,,,,
Setaria glauca. Species recorded at plot U96 by AES,,ignore,,,,
Seuralaislajit,,ignore,,,,
Seuralaislajit,,ignore,,,,
several dicots,,ignore,,,,
severe wildfire nine months prior. Associates,,ignore,,,,
sex,,ignore,,,,
Sex,,ignore,,,,
Shade of Quercus agrifolia. Associates,,ignore,,,,
Shaded (partially) by Quercus macdonaldii. Associated species,,ignore,,,,
shaded chaparral and oak woodland. Assoc. species,,ignore,,,,
shaded chaparral and oak woodland. Associated species,,ignore,,,,
shaded granite boulder. Assoc. spp.,,ignore,,,,
Shaded pinon juniper woodland. Associated species,,ignore,,,,
shaded portions of a rotting oak trunk. Assoc. spp.,,ignore,,,,
shady understory of large shrubs. Associated species,,ignore,,,,
shallowly serrate. Corolla tubular and yellow. Fruit an ovoid (dorsally acute) red berry. Label remarks,,ignore,,,,
sharesOriginatingSample (tissue),,ignore,,,,
shell illustrated by Gittenberger (1980,,ignore,,,,
Shembagnur,,ignore,,,,
Shepherdia canadensis. Canopy,,ignore,,,,
Shorea robusta. The natural parasites of the species include,,ignore,,,,
Shrub,,ignore,,,,
shrub ca. 6 ft. tall,,ignore,,,,
Shrub community,,ignore,,,,
Shrub cover 15-20%,,ignore,,,,
Shrub cover 15-20%,,ignore,,,,
Shrub species,,ignore,,,,
Shrubby shoots of,,ignore,,,,
Shrubby trees,,ignore,,,,
shrublands and woodlands,,ignore,,,,
shrubs,,ignore,,,,
Shrubs,,ignore,,,,
Shrubs and subshrubs,,ignore,,,,
Shun-Peng (8 June 2011). Degradation of Cyhalofop-butyl (CyB) by Pseudomonas azotoformans Strain QDZ-1 and Cloning of a Novel Gene Encoding CyB-Hydrolyzing Esterase. Journal of Agricultural and Food Chemistry. 59 (11),,ignore,,,,
sibling,,ignore,,,,
sibling of,,ignore,,,,
Sida sp. voucher CNPH,,ignore,,,,
Side of trail by sage scrub. Plants,,ignore,,,,
Signs and symptoms Typical behaviors of clinically infected fish include,,ignore,,,,
Signs of cattle grazing. A lot of Tamarix sp. That had signs of die back. Other alkaline species include,,ignore,,,,
Simaroubaceae,,ignore,,,,
Simbionte,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
simbionte,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
Simbionte,,symbiotically interacts with,http://purl.obolibrary.org/obo/RO_0002440,,,
similar to second instar but with lateral margin brown rather than green. Fourth Instar (Fig. 89),,ignore,,,,
similar to second instar but with lateral margin brown rather than green. Fourth Instar (Fig. 89),,ignore,,,,
similar to that of modern Platanus. They also have been found several times in co-occurrence with Cercidiphyllum-like plants. The association with Cercidiphyllum suggests that the Clarno Plane was tolerant of full sunlight and poorly developed soils. Artist's depiction of the Eocene Clarno Nut Beds by Larry Felder. Key to illustrated taxa,,ignore,,,,
since it was described as Bostrichus bimaculatus from  Provence  (southern France) (Olivier 1790,,ignore,,,,
since it was described as Bostrichus bimaculatus from  Provence  (southern France) (Olivier 1790,,ignore,,,,
single large group of branchiae on elytrigerous segment. Scale bars,,ignore,,,,
single large shrub with a few young plants nearby. Associated species,,ignore,,,,
Sinoxylon unidentatum develops in the wood of many unrelated plant families mainly,,ignore,,,,
Sinoxylon unidentatum develops in the wood of many unrelated plant families mainly,,ignore,,,,
Sitanion hystrix. Insect visitors (1978),,ignore,,,,
Site contains a diverse assemblage of wetland savanna species incl.,,ignore,,,,
Sitting on,,ignore,,,,
size structure and reproductive characteristics of fissiparous brittle stars in algae and sponges,,ignore,,,,
skeletal preparation from same lot,,ignore,,,,
skeletal preparation from same lot,,ignore,,,,
skin and skeleton of same specimen,,ignore,,,,
skin and skeleton of same specimen,,ignore,,,,
slight slope. Montane chaparral. Associates,,ignore,,,,
slightly disturbed area due to man made trails. Associated species,,ignore,,,,
slightly quadrangular. Nectary a single-lobed gland on ventral surface. Calyx lobes orange and obovate. Corolla orange. Flowers resupinate. Label remarks,,ignore,,,,
slightly ventricose. Label remarks,,ignore,,,,
slightly ventricose. Nectary a bilobed gland on dorsal surface. Resupinate. Label remarks,,ignore,,,,
Slope,,ignore,,,,
Slope above stream. Assoc. species,,ignore,,,,
Slope with granite boulders. Associated species,,ignore,,,,
Slopes,,ignore,,,,
Slopes w/chaparral,,ignore,,,,
Slopes with chaparral,,ignore,,,,
Slopes with granite boulders. Associated species,,ignore,,,,
Slopewith granite boulders. Associated species,,ignore,,,,
small Black Spruce & Tamarack. Assoc. sp,,ignore,,,,
small frogs and other small skinks.DPIW,,ignore,,,,
Small Pratincole - Nest Image,,ignore,,,,
Small trees and shrubs,,ignore,,,,
smaller hake and jack mackerel are major components of their diet.available for download at http,,ignore,,,,
Smilax ecirrhata. Species recorded at plot G109 by AES,,ignore,,,,
Smithsonian Rep. 1858,,ignore,,,,
smooth stones in rapid currents of river shoals. The eggs are laid in capsules on hard surfaces. The life span appears to be 1 year.Johnson P. pers. comm. (2005). In,,ignore,,,,
so cooperativity among them has been studied in order to determine its basis. There are two main hypotheses for the evolution of social behavior,,ignore,,,,
So. Maritime chaparral. Growing with,,ignore,,,,
Soft chaparral thicket. Associated species,,ignore,,,,
Soils are a heavy clay. Other sedges and rushes collected here include,,ignore,,,,
Solanum dulcamara. Species recorded at plot P95 by AES,,ignore,,,,
Solanum elaeagnifolium (11,,ignore,,,,
Solanum Lycopersicum L. cultivar IDIAP-T8 voucher IDIAP,,ignore,,,,
Solanum Lycopersicum L. cultivar IDIAP-T9 voucher IDIAP,,ignore,,,,
Solanum Lycopersicum L. cultivar Miramar voucher IDIAP,,ignore,,,,
Solanum Lycopersicum L. cultivar Sun 7705 voucher IDIAP,,ignore,,,,
Solanum rostratum Community,,ignore,,,,
Solanum rostratum Community,,ignore,,,,
Solanum stenophyllidium and Lasianthaea podocephala. Canyon bottom,,ignore,,,,
Solanum xanti. Riparian components are,,ignore,,,,
Solaropsidae). Strombus 17(2),,ignore,,,,
Solidago canadensis var. gilvocanescens. Species recorded at plot R79 by AES,,ignore,,,,
Solidago rugosa. Shrubby growth of,,ignore,,,,
Solidago sp. Shrubs,,ignore,,,,
Solidago sp. Shrubs,,ignore,,,,
Solidago sp.Associates include,,ignore,,,,
Solidago ulmifolia. Species recorded at plot F107 by AES,,ignore,,,,
Solidago ulmifolia. Species recorded at plot G109 by AES,,ignore,,,,
Some,,ignore,,,,
Some accociates,,ignore,,,,
Some associates,,ignore,,,,
Some associates include,,ignore,,,,
Some invasive species,,ignore,,,,
sometimes becoming scandent. Leaves coriaceous. Calyx green. Corolla yellow and hypocyrtoid. Mature fruit a translucent red berry. Label remarks,,ignore,,,,
sometimes decumbent but very rarely a rhizome,,ignore,,,,
sometimes epiphytic. Corolla white. Note,,ignore,,,,
sometimes epiphytic. Inflorescence a terminal raceme. Calyx green. Corolla white. Lower-most (ventral) lobe with purple lines and yellow throat. Label remarks,,ignore,,,,
sometimes growing on steep embankments. Calyx green. Corolla white and tubular. Label remarks,,ignore,,,,
sometimes terrestrial. Calyx lobes green with a prominent red midvein. Corolla tubular and uniformly white. Label remarks,,ignore,,,,
somewhat disturbed. spp,,ignore,,,,
Son. desert scrub,,ignore,,,,
Sonchinae)</i>.- Englera 17,,ignore,,,,
Sonoran Desert,,ignore,,,,
Sonoran desertscrub. Assoc. spp,,ignore,,,,
Sonoran Desertscrub. Assoc. spp,,ignore,,,,
soredia,,ignore,,,,
South Africa,,ignore,,,,
South Africa. Acta Zoologica Academiae Scientiarum Hungaricae 53(2),,ignore,,,,
South America,,ignore,,,,
SOUTH CAROLINA Hypericum pseudomaculatum Bush FALSE SPOTTED ST. JOHN'SWORT CLUSIACEAE Location,,ignore,,,,
SOUTH CAROLINA Hypericum virgatum Lam. SHARP-LEAF ST. JOHN'SWORT CLUSIACEAE Location,,ignore,,,,
SOUTH CAROLINA Polygala incarnata L. PROCESSION FLOWER POLYGALACEAE Location,,ignore,,,,
SOUTH CAROLINA Rhexia virginiana L. HANDSOME HARRY MELASTOMATACEAE Location,,ignore,,,,
South China. Journal of Paleontology 81,,ignore,,,,
south orientation in full sun. Associate plants,,ignore,,,,
south orientation in full sun. Associated plants,,ignore,,,,
south orientation in part sun. Associated plants,,ignore,,,,
south road bank. Associated species,,ignore,,,,
South-facing slopes of mixed limestone and volcanics. Occasional. Associates,,ignore,,,,
south-southwest exposure in full sun. Associated plants,,ignore,,,,
southeastern Brazil. Spixiana 38,,ignore,,,,
southeastern Brazil. Spixiana 38(2),,ignore,,,,
Southeastern Fishes Council Proceedings,,ignore,,,,
Southern mixed chaparral. Associated species,,ignore,,,,
southern orientation with loam soil in shade. Associated plants,,ignore,,,,
southwestern New Mexico. Journal of the Arizona-Nevada Academy of Science. 21,,ignore,,,,
sp,,ignore,,,,
sp.,,ignore,,,,
Sparse coastal sage scrub. Associated species,,ignore,,,,
Sparse coastal sage scrub. Spp,,ignore,,,,
Sparse grass,,ignore,,,,
Sparse herbs. Associates,,ignore,,,,
sparse Joshua Tree Woodland. Assoc.,,ignore,,,,
Sparse Joshua Tree woodland. Assoc.,,ignore,,,,
Sparse Joshua tree woodland. Associates,,ignore,,,,
Sparse Joshua Tree woodland. Associates,,ignore,,,,
Sparse Juniper / Joshua Tree Woodland. Assoc,,ignore,,,,
Sparse Juniper/Joshua tree woodland. Associates,,ignore,,,,
Sparse Juniper/Joshua Tree woodland. Associates,,ignore,,,,
Sparse Juniper/Joshua Tree Woodland. Associates,,ignore,,,,
Sparse vegetation,,ignore,,,,
Sparse vegetation within desert habitat. Flat river bottom had plant species of,,ignore,,,,
Sparse vegetation. Assoc. sp.,,ignore,,,,
Sparse vegetation. Assoc. sp.,,ignore,,,,
sparsely covered with black pilose pubescence. Label remarks,,ignore,,,,
sparsely vegetated,,ignore,,,,
Sparsely vegetated gravelloy to rocky volcanic hills and pavements. Associates,,ignore,,,,
Sparsely vegetated. Associates,,ignore,,,,
species,,ignore,,,,
species,,ignore,,,,
species at margins of mounds,,ignore,,,,
Species nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
species nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Species nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Species recorded at plot EE128 by AES,,ignore,,,,
Species recorded at plot I117 by AES,,ignore,,,,
Species recorded at plot R79 by AES,,ignore,,,,
Species recorded at plot W128 by AES,,ignore,,,,
Species recorded at plot WW146 by AES,,ignore,,,,
Species recorded at plot ZZ142 by AES,,ignore,,,,
specimen,,ignore,,,,
specimen collector ID,,ignore,,,,
specimen divided from,,ignore,,,,
specimen mostly,,ignore,,,,
SPECIMEN ON BOTTOM LEFT OF SHEET IS ANNOTATED TO,,ignore,,,,
specimen voucher,,ignore,,,,
Specimen was present very abundant on trail,,ignore,,,,
specimen_voucher,,ignore,,,,
Sphaeralcea ambigua,,ignore,,,,
Sphaeralcea ambigua. Other annuals,,ignore,,,,
Sphaerellopsis filum (Biv.-Bern.,,ignore,,,,
SPI 19.3 - 19.7 (Ortiz-Lerin and Cambra 2007). The species was found both in oligo- and eutrophic waters,,ignore,,,,
Spier & V. Wirth (TLC1323-2,,ignore,,,,
Spier & V. Wirth (TLC1323-2,,ignore,,,,
Spier & V. Wirth (TLC1323-3,,ignore,,,,
Spier & V. Wirth (TLC1323-3,,ignore,,,,
Spier & V. Wirth (TLC1323-4,,ignore,,,,
Spier & V. Wirth (TLC1323-4,,ignore,,,,
split into,,ignore,,,,
Sporobolus alterniflorus (synonym,,ignore,,,,
Sporobolus cryptandrus Community,,ignore,,,,
Sporobolus cryptandrus Community,,ignore,,,,
Sporobolus pumilus (synonym,,ignore,,,,
spot tests,,ignore,,,,
spots absent from the 2 dorsal lobes. Phenology,,ignore,,,,
spp,,ignore,,,,
Spp.,,ignore,,,,
spp.,,ignore,,,,
Spp.,,ignore,,,,
Spreading over the dunes. Oblong leaves. Flrs.,,ignore,,,,
Spruce and deciduous forest. Associated species,,ignore,,,,
Spruce and deciduous forest. Associated species,,ignore,,,,
ssoc. spp,,ignore,,,,
ssociated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
ssociated Species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
